DATE,AGE 25-64
10/13/02,524
10/20/02,585
10/27/02,543
11/3/02,672
11/10/02,741
11/17/02,886
11/24/02,898
12/1/02,817
12/8/02,711
12/15/02,869
12/22/02,792
12/29/02,849
1/5/03,828
1/12/03,962
1/19/03,1091
1/26/03,1011
2/2/03,1104
2/9/03,1322
2/16/03,1421
2/23/03,1566
3/2/03,1537
3/9/03,1400
3/16/03,1085
3/23/03,987
3/30/03,773
4/6/03,640
4/13/03,541
4/20/03,551
4/27/03,382
5/4/03,394
5/11/03,272
5/18/03,245
5/25/03,235
6/1/03,169
6/8/03,179
6/15/03,133
6/22/03,180
6/29/03,127
7/6/03,163
7/13/03,94
7/20/03,120
7/27/03,116
8/3/03,121
8/10/03,102
8/17/03,136
8/24/03,133
8/31/03,120
9/7/03,112
9/14/03,124
9/21/03,122
9/28/03,116
10/5/03,143
10/12/03,607
10/19/03,696
10/26/03,811
11/2/03,884
11/9/03,1127
11/16/03,1249
11/23/03,1757
11/30/03,2425
12/7/03,2890
12/14/03,5330
12/21/03,5573
12/28/03,5906
1/4/04,4517
1/11/04,3827
1/18/04,1586
1/25/04,1276
2/1/04,1067
2/8/04,1047
2/15/04,889
2/22/04,876
2/29/04,719
3/7/04,682
3/14/04,764
3/21/04,756
3/28/04,628
4/4/04,495
4/11/04,440
4/18/04,500
4/25/04,461
5/2/04,349
5/9/04,383
5/16/04,361
5/23/04,337
5/30/04,280
6/6/04,289
6/13/04,257
6/20/04,258
6/27/04,245
7/4/04,215
7/11/04,210
7/18/04,227
7/25/04,162
8/1/04,189
8/8/04,225
8/15/04,247
8/22/04,200
8/29/04,231
9/5/04,252
9/12/04,263
9/19/04,299
9/26/04,268
10/3/04,319
10/10/04,853
10/17/04,971
10/24/04,1019
10/31/04,1223
11/7/04,1215
11/14/04,1279
11/21/04,1279
11/28/04,1274
12/5/04,1434
12/12/04,1450
12/19/04,1643
12/26/04,1608
1/2/05,2413
1/9/05,2869
1/16/05,2542
1/23/05,2839
1/30/05,3586
2/6/05,4498
2/13/05,5757
2/20/05,6515
2/27/05,5125
3/6/05,4058
3/13/05,3634
3/20/05,2969
3/27/05,2434
4/3/05,1979
4/10/05,1327
4/17/05,1169
4/24/05,954
5/1/05,894
5/8/05,762
5/15/05,710
5/22/05,600
5/29/05,518
6/5/05,568
6/12/05,462
6/19/05,409
6/26/05,431
7/3/05,326
7/10/05,313
7/17/05,323
7/24/05,303
7/31/05,279
8/7/05,267
8/14/05,297
8/21/05,225
8/28/05,265
9/4/05,273
9/11/05,264
9/18/05,289
9/25/05,285
10/2/05,276
10/9/05,924
10/16/05,853
10/23/05,992
10/30/05,997
11/6/05,1190
11/13/05,1251
11/20/05,1331
11/27/05,1249
12/4/05,1583
12/11/05,1534
12/18/05,1997
12/25/05,2293
1/1/06,2882
1/8/06,2817
1/15/06,2155
1/22/06,1999
1/29/06,2281
2/5/06,2288
2/12/06,2543
2/19/06,2992
2/26/06,3073
3/5/06,2989
3/12/06,2913
3/19/06,2231
3/26/06,1919
4/2/06,1745
4/9/06,1299
4/16/06,1067
4/23/06,873
4/30/06,779
5/7/06,637
5/14/06,621
5/21/06,582
5/28/06,452
6/4/06,404
6/11/06,564
6/18/06,388
6/25/06,328
7/2/06,323
7/9/06,305
7/16/06,449
7/23/06,460
7/30/06,422
8/6/06,402
8/13/06,383
8/20/06,390
8/27/06,279
9/3/06,292
9/10/06,396
9/17/06,361
9/24/06,362
10/1/06,364
10/8/06,1116
10/15/06,992
10/22/06,1099
10/29/06,1086
11/5/06,1157
11/12/06,1320
11/19/06,1342
11/26/06,1409
12/3/06,1774
12/10/06,1804
12/17/06,2177
12/24/06,2237
12/31/06,2216
1/7/07,2394
1/14/07,2018
1/21/07,1701
1/28/07,2257
2/4/07,2559
2/11/07,2910
2/18/07,2955
2/25/07,3175
3/4/07,2778
3/11/07,2533
3/18/07,2426
3/25/07,1857
4/1/07,1625
4/8/07,1379
4/15/07,1274
4/22/07,1112
4/29/07,937
5/6/07,755
5/13/07,713
5/20/07,590
5/27/07,561
6/3/07,554
6/10/07,422
6/17/07,413
6/24/07,394
7/1/07,431
7/8/07,313
7/15/07,296
7/22/07,335
7/29/07,391
8/5/07,344
8/12/07,320
8/19/07,338
8/26/07,408
9/2/07,416
9/9/07,417
9/16/07,417
9/23/07,502
9/30/07,583
10/7/07,1167
10/14/07,1321
10/21/07,1455
10/28/07,1400
11/4/07,1475
11/11/07,1609
11/18/07,1780
11/25/07,1812
12/2/07,1921
12/9/07,1772
12/16/07,1697
12/23/07,1987
12/30/07,2184
1/13/08,2731
1/20/08,3262
1/27/08,3038
2/3/08,4499
2/10/08,6595
2/17/08,9212
2/24/08,9487
3/2/08,9812
3/9/08,8583
3/16/08,6781
3/23/08,5676
3/30/08,4520
4/6/08,3496
4/13/08,2872
4/20/08,2160
4/27/08,1802
5/4/08,1345
5/11/08,1107
5/18/08,1066
5/25/08,980
6/1/08,926
6/8/08,1004
6/15/08,729
6/22/08,720
6/29/08,712
7/6/08,654
7/13/08,575
7/20/08,669
7/27/08,619
8/3/08,552
8/10/08,599
8/17/08,619
8/24/08,650
8/31/08,619
9/7/08,616
9/14/08,663
9/21/08,758
9/28/08,958
10/5/08,932
10/12/08,1476
10/19/08,1485
10/26/08,1467
11/2/08,1668
11/9/08,1869
11/16/08,1981
11/23/08,1889
11/30/08,1893
12/7/08,1741
12/14/08,2212
12/21/08,1974
12/28/08,1640
1/4/09,1947
1/11/09,2163
1/18/09,2329
1/25/09,2821
2/1/09,3215
2/8/09,4240
2/15/09,4636
2/22/09,4685
3/1/09,5007
3/8/09,4272
3/15/09,3601
3/22/09,3002
3/29/09,2661
4/5/09,2158
4/12/09,2085
4/19/09,1727
4/26/09,1743
5/3/09,5093
5/10/09,3875
5/17/09,3018
5/24/09,4136
5/31/09,4950
6/7/09,4213
6/14/09,3276
6/21/09,3084
6/28/09,2476
7/5/09,2023
7/12/09,1815
7/19/09,1708
7/26/09,1611
8/2/09,1575
8/9/09,1530
8/16/09,1646
8/23/09,2168
8/30/09,2977
9/6/09,3982
9/13/09,4547
9/20/09,5668
9/27/09,5252
10/4/09,6090