Date Time,p (mbar)
01.01.2020 00:10:00,1008.89
01.01.2020 00:20:00,1008.76
01.01.2020 00:30:00,1008.66
01.01.2020 00:40:00,1008.64
01.01.2020 00:50:00,1008.61
01.01.2020 01:00:00,1008.44
01.01.2020 01:10:00,1008.49
01.01.2020 01:20:00,1008.4
01.01.2020 01:30:00,1008.29
01.01.2020 01:40:00,1008.28
01.01.2020 01:50:00,1008.24
01.01.2020 02:00:00,1008.32
01.01.2020 02:10:00,1008.24
01.01.2020 02:20:00,1008.35
01.01.2020 02:30:00,1008.3
01.01.2020 02:40:00,1008.4
01.01.2020 02:50:00,1008.39
01.01.2020 03:00:00,1008.46
01.01.2020 03:10:00,1008.15
01.01.2020 03:20:00,1008.07
01.01.2020 03:30:00,1008.12
01.01.2020 03:40:00,1008.04
01.01.2020 03:50:00,1008.16
01.01.2020 04:00:00,1008
01.01.2020 04:10:00,1007.76
01.01.2020 04:20:00,1007.84
01.01.2020 04:30:00,1007.85
01.01.2020 04:40:00,1008.02
01.01.2020 04:50:00,1007.92
01.01.2020 05:00:00,1007.63
01.01.2020 05:10:00,1007.63
01.01.2020 05:20:00,1007.9
01.01.2020 05:30:00,1007.99
01.01.2020 05:40:00,1007.85
01.01.2020 05:50:00,1007.81
01.01.2020 06:00:00,1007.81
01.01.2020 06:10:00,1007.91
01.01.2020 06:20:00,1008.06
01.01.2020 06:30:00,1008.22
01.01.2020 06:40:00,1008.19
01.01.2020 06:50:00,1008.21
01.01.2020 07:00:00,1008.17
01.01.2020 07:10:00,1008.16
01.01.2020 07:20:00,1008.17
01.01.2020 07:30:00,1008.13
01.01.2020 07:40:00,1008.25
01.01.2020 07:50:00,1008.17
01.01.2020 08:00:00,1008.16
01.01.2020 08:10:00,1008.12
01.01.2020 08:20:00,1008.12
01.01.2020 08:30:00,1008.12
01.01.2020 08:40:00,1008.04
01.01.2020 08:50:00,1007.96
01.01.2020 09:00:00,1008.07
01.01.2020 09:10:00,1008.17
01.01.2020 09:20:00,1008.28
01.01.2020 09:30:00,1008.2
01.01.2020 09:40:00,1008.31
01.01.2020 09:50:00,1008.41
01.01.2020 10:00:00,1008.45
01.01.2020 10:10:00,1008.5
01.01.2020 10:20:00,1008.46
01.01.2020 10:30:00,1008.49
01.01.2020 10:40:00,1008.37
01.01.2020 10:50:00,1008.36
01.01.2020 11:00:00,1008.34
01.01.2020 11:10:00,1008.21
01.01.2020 11:20:00,1008.02
01.01.2020 11:30:00,1008.03
01.01.2020 11:40:00,1007.84
01.01.2020 11:50:00,1007.69
01.01.2020 12:00:00,1007.62
01.01.2020 12:10:00,1007.59
01.01.2020 12:20:00,1007.56
01.01.2020 12:30:00,1007.44
01.01.2020 12:40:00,1007.29
01.01.2020 12:50:00,1007.12
01.01.2020 13:00:00,1007.04
01.01.2020 13:10:00,1006.98
01.01.2020 13:20:00,1006.83
01.01.2020 13:30:00,1006.79
01.01.2020 13:40:00,1006.69
01.01.2020 13:50:00,1006.6
01.01.2020 14:00:00,1006.41
01.01.2020 14:10:00,1006.3
01.01.2020 14:20:00,1006.26
01.01.2020 14:30:00,1006.19
01.01.2020 14:40:00,1006.06
01.01.2020 14:50:00,1006.01
01.01.2020 15:00:00,1006.01
01.01.2020 15:10:00,1006.03
01.01.2020 15:20:00,1006.02
01.01.2020 15:30:00,1006.02
01.01.2020 15:40:00,1005.99
01.01.2020 15:50:00,1005.87
01.01.2020 16:00:00,1005.83
01.01.2020 16:10:00,1005.78
01.01.2020 16:20:00,1005.71
01.01.2020 16:30:00,1005.71
01.01.2020 16:40:00,1005.76
01.01.2020 16:50:00,1005.88
01.01.2020 17:00:00,1005.96
01.01.2020 17:10:00,1005.96
01.01.2020 17:20:00,1006.03
01.01.2020 17:30:00,1006
01.01.2020 17:40:00,1005.96
01.01.2020 17:50:00,1005.93
01.01.2020 18:00:00,1005.85
01.01.2020 18:10:00,1005.81
01.01.2020 18:20:00,1005.83
01.01.2020 18:30:00,1005.78
01.01.2020 18:40:00,1005.71
01.01.2020 18:50:00,1005.7
01.01.2020 19:00:00,1005.68
01.01.2020 19:10:00,1005.71
01.01.2020 19:20:00,1005.69
01.01.2020 19:30:00,1005.61
01.01.2020 19:40:00,1005.49
01.01.2020 19:50:00,1005.57
01.01.2020 20:00:00,1005.53
01.01.2020 20:10:00,1005.46
01.01.2020 20:20:00,1005.39
01.01.2020 20:30:00,1005.34
01.01.2020 20:40:00,1005.32
01.01.2020 20:50:00,1005.26
01.01.2020 21:00:00,1005.21
01.01.2020 21:10:00,1005.12
01.01.2020 21:20:00,1005.07
01.01.2020 21:30:00,1005.01
01.01.2020 21:40:00,1004.96
01.01.2020 21:50:00,1004.84
01.01.2020 22:00:00,1004.76
01.01.2020 22:10:00,1004.64
01.01.2020 22:20:00,1004.61
01.01.2020 22:30:00,1004.54
01.01.2020 22:40:00,1004.51
01.01.2020 22:50:00,1004.62
01.01.2020 23:00:00,1004.56
01.01.2020 23:10:00,1004.45
01.01.2020 23:20:00,1004.35
01.01.2020 23:30:00,1004.28
01.01.2020 23:40:00,1004.29
01.01.2020 23:50:00,1004.26
02.01.2020 00:00:00,1004.16
02.01.2020 00:10:00,1004.13
02.01.2020 00:20:00,1004.13
02.01.2020 00:30:00,1004.11
02.01.2020 00:40:00,1004.09
02.01.2020 00:50:00,1004
02.01.2020 01:00:00,1003.96
02.01.2020 01:10:00,1003.86
02.01.2020 01:20:00,1003.9
02.01.2020 01:30:00,1003.76
02.01.2020 01:40:00,1003.75
02.01.2020 01:50:00,1003.72
02.01.2020 02:00:00,1003.76
02.01.2020 02:10:00,1003.73
02.01.2020 02:20:00,1003.67
02.01.2020 02:30:00,1003.51
02.01.2020 02:40:00,1003.51
02.01.2020 02:50:00,1003.49
02.01.2020 03:00:00,1003.38
02.01.2020 03:10:00,1003.27
02.01.2020 03:20:00,1003.17
02.01.2020 03:30:00,1003.12
02.01.2020 03:40:00,1003.07
02.01.2020 03:50:00,1003.08
02.01.2020 04:00:00,1003.12
02.01.2020 04:10:00,1003.22
02.01.2020 04:20:00,1003.37
02.01.2020 04:30:00,1003.32
02.01.2020 04:40:00,1003.15
02.01.2020 04:50:00,1002.99
02.01.2020 05:00:00,1002.82
02.01.2020 05:10:00,1002.67
02.01.2020 05:20:00,1002.65
02.01.2020 05:30:00,1002.67
02.01.2020 05:40:00,1002.62
02.01.2020 05:50:00,1002.55
02.01.2020 06:00:00,1002.53
02.01.2020 06:10:00,1002.51
02.01.2020 06:20:00,1002.53
02.01.2020 06:30:00,1002.53
02.01.2020 06:40:00,1002.52
02.01.2020 06:50:00,1002.44
02.01.2020 07:00:00,1002.41
02.01.2020 07:10:00,1002.37
02.01.2020 07:20:00,1002.4
02.01.2020 07:30:00,1002.4
02.01.2020 07:40:00,1002.36
02.01.2020 07:50:00,1002.35
02.01.2020 08:00:00,1002.38
02.01.2020 08:10:00,1002.36
02.01.2020 08:20:00,1002.35
02.01.2020 08:30:00,1002.27
02.01.2020 08:40:00,1002.18
02.01.2020 08:50:00,1002.21
02.01.2020 09:00:00,1002.19
02.01.2020 09:10:00,1002.25
02.01.2020 09:20:00,1002.19
02.01.2020 09:30:00,1002.05
02.01.2020 09:40:00,1002.01
02.01.2020 09:50:00,1002
02.01.2020 10:00:00,1001.81
02.01.2020 10:10:00,1001.66
02.01.2020 10:20:00,1001.66
02.01.2020 10:30:00,1001.57
02.01.2020 10:40:00,1001.52
02.01.2020 10:50:00,1001.42
02.01.2020 11:00:00,1001.32
02.01.2020 11:10:00,1001.39
02.01.2020 11:20:00,1001.38
02.01.2020 11:30:00,1001.18
02.01.2020 11:40:00,1001.01
02.01.2020 11:50:00,1000.87
02.01.2020 12:00:00,1000.7
02.01.2020 12:10:00,1000.49
02.01.2020 12:20:00,1000.23
02.01.2020 12:30:00,1000.03
02.01.2020 12:40:00,999.8
02.01.2020 12:50:00,999.66
02.01.2020 13:00:00,999.58
02.01.2020 13:10:00,999.46
02.01.2020 13:20:00,999.3
02.01.2020 13:30:00,999.16
02.01.2020 13:40:00,999.06
02.01.2020 13:50:00,998.98
02.01.2020 14:00:00,998.88
02.01.2020 14:10:00,998.9
02.01.2020 14:20:00,998.87
02.01.2020 14:30:00,998.81
02.01.2020 14:40:00,998.71
02.01.2020 14:50:00,998.69
02.01.2020 15:00:00,998.65
02.01.2020 15:10:00,998.66
02.01.2020 15:20:00,998.66
02.01.2020 15:30:00,998.75
02.01.2020 15:40:00,998.82
02.01.2020 15:50:00,998.94
02.01.2020 16:00:00,998.97
02.01.2020 16:10:00,999.12
02.01.2020 16:20:00,999.13
02.01.2020 16:30:00,999.28
02.01.2020 16:40:00,999.39
02.01.2020 16:50:00,999.44
02.01.2020 17:00:00,999.45
02.01.2020 17:10:00,999.51
02.01.2020 17:20:00,999.52
02.01.2020 17:30:00,999.59
02.01.2020 17:40:00,999.56
02.01.2020 17:50:00,999.58
02.01.2020 18:00:00,999.58
02.01.2020 18:10:00,999.68
02.01.2020 18:20:00,999.67
02.01.2020 18:30:00,999.71
02.01.2020 18:40:00,999.83
02.01.2020 18:50:00,999.98
02.01.2020 19:00:00,999.99
02.01.2020 19:10:00,1000.07
02.01.2020 19:20:00,1000.11
02.01.2020 19:30:00,1000.05
02.01.2020 19:40:00,1000.04
02.01.2020 19:50:00,1000.14
02.01.2020 20:00:00,1000.08
02.01.2020 20:10:00,1000.15
02.01.2020 20:20:00,1000.06
02.01.2020 20:30:00,1000.02
02.01.2020 20:40:00,999.93
02.01.2020 20:50:00,999.81
02.01.2020 21:00:00,999.7
02.01.2020 21:10:00,999.58
02.01.2020 21:20:00,999.54
02.01.2020 21:30:00,999.54
02.01.2020 21:40:00,999.51
02.01.2020 21:50:00,999.34
02.01.2020 22:00:00,999.17
02.01.2020 22:10:00,999.05
02.01.2020 22:20:00,998.96
02.01.2020 22:30:00,998.84
02.01.2020 22:40:00,998.69
02.01.2020 22:50:00,998.56
02.01.2020 23:00:00,998.56
02.01.2020 23:10:00,998.55
02.01.2020 23:20:00,998.66
02.01.2020 23:30:00,998.68
02.01.2020 23:40:00,998.59
02.01.2020 23:50:00,998.53
03.01.2020 00:00:00,998.45
03.01.2020 00:10:00,998.39
03.01.2020 00:20:00,998.25
03.01.2020 00:30:00,998.07
03.01.2020 00:40:00,997.99
03.01.2020 00:50:00,998.01
03.01.2020 01:00:00,997.93
03.01.2020 01:10:00,997.77
03.01.2020 01:20:00,997.67
03.01.2020 01:30:00,997.57
03.01.2020 01:40:00,997.41
03.01.2020 01:50:00,997.26
03.01.2020 02:00:00,997.14
03.01.2020 02:10:00,997.01
03.01.2020 02:20:00,997.04
03.01.2020 02:30:00,996.96
03.01.2020 02:40:00,996.86
03.01.2020 02:50:00,996.71
03.01.2020 03:00:00,996.73
03.01.2020 03:10:00,996.59
03.01.2020 03:20:00,996.44
03.01.2020 03:30:00,996.37
03.01.2020 03:40:00,996.32
03.01.2020 03:50:00,996.26
03.01.2020 04:00:00,996.14
03.01.2020 04:10:00,996.12
03.01.2020 04:20:00,996.04
03.01.2020 04:30:00,995.89
03.01.2020 04:40:00,995.81
03.01.2020 04:50:00,995.67
03.01.2020 05:00:00,995.58
03.01.2020 05:10:00,995.53
03.01.2020 05:20:00,995.54
03.01.2020 05:30:00,995.5
03.01.2020 05:40:00,995.45
03.01.2020 05:50:00,995.42
03.01.2020 06:00:00,995.36
03.01.2020 06:10:00,995.35
03.01.2020 06:20:00,995.33
03.01.2020 06:30:00,995.27
03.01.2020 06:40:00,995.2
03.01.2020 06:50:00,995.19
03.01.2020 07:00:00,995.16
03.01.2020 07:10:00,995.13
03.01.2020 07:20:00,995.06
03.01.2020 07:30:00,995.01
03.01.2020 07:40:00,994.84
03.01.2020 07:50:00,994.68
03.01.2020 08:00:00,994.6
03.01.2020 08:10:00,994.69
03.01.2020 08:20:00,994.69
03.01.2020 08:30:00,994.63
03.01.2020 08:40:00,994.61
03.01.2020 08:50:00,994.55
03.01.2020 09:00:00,994.4
03.01.2020 09:10:00,994.25
03.01.2020 09:20:00,994.23
03.01.2020 09:30:00,994.33
03.01.2020 09:40:00,994.24
03.01.2020 09:50:00,994.12
03.01.2020 10:00:00,994.02
03.01.2020 10:10:00,993.94
03.01.2020 10:20:00,993.87
03.01.2020 10:30:00,993.78
03.01.2020 10:40:00,993.68
03.01.2020 10:50:00,993.76
03.01.2020 11:00:00,993.62
03.01.2020 11:10:00,993.48
03.01.2020 11:20:00,993.36
03.01.2020 11:30:00,993.19
03.01.2020 11:40:00,992.94
03.01.2020 11:50:00,992.8
03.01.2020 12:00:00,992.75
03.01.2020 12:10:00,992.66
03.01.2020 12:20:00,992.45
03.01.2020 12:30:00,992.15
03.01.2020 12:40:00,991.91
03.01.2020 12:50:00,991.84
03.01.2020 13:00:00,991.91
03.01.2020 13:10:00,991.91
03.01.2020 13:20:00,991.8
03.01.2020 13:30:00,991.73
03.01.2020 13:40:00,991.6
03.01.2020 13:50:00,991.52
03.01.2020 14:00:00,991.35
03.01.2020 14:10:00,991.19
03.01.2020 14:20:00,991.19
03.01.2020 14:30:00,991.41
03.01.2020 14:40:00,991.51
03.01.2020 14:50:00,991.47
03.01.2020 15:00:00,991.47
03.01.2020 15:10:00,991.47
03.01.2020 15:20:00,991.55
03.01.2020 15:30:00,991.61
03.01.2020 15:40:00,991.63
03.01.2020 15:50:00,991.71
03.01.2020 16:00:00,991.7
03.01.2020 16:10:00,991.63
03.01.2020 16:20:00,991.69
03.01.2020 16:30:00,991.9
03.01.2020 16:40:00,991.83
03.01.2020 16:50:00,991.91
03.01.2020 17:00:00,991.89
03.01.2020 17:10:00,991.83
03.01.2020 17:20:00,991.69
03.01.2020 17:30:00,991.86
03.01.2020 17:40:00,991.77
03.01.2020 17:50:00,991.88
03.01.2020 18:00:00,991.96
03.01.2020 18:10:00,991.88
03.01.2020 18:20:00,991.83
03.01.2020 18:30:00,991.7
03.01.2020 18:40:00,991.64
03.01.2020 18:50:00,991.56
03.01.2020 19:00:00,991.44
03.01.2020 19:10:00,991.44
03.01.2020 19:20:00,991.39
03.01.2020 19:30:00,991.3
03.01.2020 19:40:00,991.3
03.01.2020 19:50:00,991.3
03.01.2020 20:00:00,991.33
03.01.2020 20:10:00,991.23
03.01.2020 20:20:00,991.29
03.01.2020 20:30:00,991.41
03.01.2020 20:40:00,991.39
03.01.2020 20:50:00,991.4
03.01.2020 21:00:00,991.53
03.01.2020 21:10:00,991.73
03.01.2020 21:20:00,991.84
03.01.2020 21:30:00,992.11
03.01.2020 21:40:00,992.26
03.01.2020 21:50:00,992.37
03.01.2020 22:00:00,992.51
03.01.2020 22:10:00,992.81
03.01.2020 22:20:00,993.05
03.01.2020 22:30:00,993.18
03.01.2020 22:40:00,993.39
03.01.2020 22:50:00,993.55
03.01.2020 23:00:00,993.79
03.01.2020 23:10:00,993.96
03.01.2020 23:20:00,994.17
03.01.2020 23:30:00,994.32
03.01.2020 23:40:00,994.62
03.01.2020 23:50:00,995.02
04.01.2020 00:00:00,995.29
04.01.2020 00:10:00,995.66
04.01.2020 00:20:00,995.92
04.01.2020 00:30:00,996.15
04.01.2020 00:40:00,996.47
04.01.2020 00:50:00,996.69
04.01.2020 01:00:00,996.81
04.01.2020 01:10:00,997.01
04.01.2020 01:20:00,997.12
04.01.2020 01:30:00,997.28
04.01.2020 01:40:00,997.48
04.01.2020 01:50:00,997.67
04.01.2020 02:00:00,997.76
04.01.2020 02:10:00,997.82
04.01.2020 02:20:00,997.85
04.01.2020 02:30:00,997.99
04.01.2020 02:40:00,998.08
04.01.2020 02:50:00,998.08
04.01.2020 03:00:00,998
04.01.2020 03:10:00,998.09
04.01.2020 03:20:00,998.11
04.01.2020 03:30:00,998.05
04.01.2020 03:40:00,997.93
04.01.2020 03:50:00,997.83
04.01.2020 04:00:00,997.83
04.01.2020 04:10:00,997.98
04.01.2020 04:20:00,997.97
04.01.2020 04:30:00,997.9
04.01.2020 04:40:00,997.91
04.01.2020 04:50:00,997.93
04.01.2020 05:00:00,998.01
04.01.2020 05:10:00,998.08
04.01.2020 05:20:00,998
04.01.2020 05:30:00,998.09
04.01.2020 05:40:00,998.19
04.01.2020 05:50:00,998.26
04.01.2020 06:00:00,998.23
04.01.2020 06:10:00,998.23
04.01.2020 06:20:00,998.14
04.01.2020 06:30:00,998.16
04.01.2020 06:40:00,998.26
04.01.2020 06:50:00,998.17
04.01.2020 07:00:00,998.24
04.01.2020 07:10:00,998.4
04.01.2020 07:20:00,998.43
04.01.2020 07:30:00,998.61
04.01.2020 07:40:00,998.71
04.01.2020 07:50:00,998.71
04.01.2020 08:00:00,998.76
04.01.2020 08:10:00,998.62
04.01.2020 08:20:00,998.59
04.01.2020 08:30:00,998.51
04.01.2020 08:40:00,998.43
04.01.2020 08:50:00,998.5
04.01.2020 09:00:00,998.59
04.01.2020 09:10:00,998.67
04.01.2020 09:20:00,998.78
04.01.2020 09:30:00,998.76
04.01.2020 09:40:00,998.63
04.01.2020 09:50:00,998.61
04.01.2020 10:00:00,998.56
04.01.2020 10:10:00,998.51
04.01.2020 10:20:00,998.53
04.01.2020 10:30:00,998.59
04.01.2020 10:40:00,998.45
04.01.2020 10:50:00,998.34
04.01.2020 11:00:00,998.18
04.01.2020 11:10:00,997.89
04.01.2020 11:20:00,997.81
04.01.2020 11:30:00,997.65
