Date Time,wv (m/s)
01.01.2020 00:10:00,1.02
01.01.2020 00:20:00,0.43
01.01.2020 00:30:00,0.61
01.01.2020 00:40:00,1.11
01.01.2020 00:50:00,0.49
01.01.2020 01:00:00,0.63
01.01.2020 01:10:00,0.88
01.01.2020 01:20:00,1.05
01.01.2020 01:30:00,0.9
01.01.2020 01:40:00,0.62
01.01.2020 01:50:00,0.61
01.01.2020 02:00:00,0.5
01.01.2020 02:10:00,0.48
01.01.2020 02:20:00,0.57
01.01.2020 02:30:00,0.28
01.01.2020 02:40:00,0.81
01.01.2020 02:50:00,0.42
01.01.2020 03:00:00,0.46
01.01.2020 03:10:00,0.32
01.01.2020 03:20:00,1.6
01.01.2020 03:30:00,1.2
01.01.2020 03:40:00,1.08
01.01.2020 03:50:00,0.79
01.01.2020 04:00:00,1.83
01.01.2020 04:10:00,1.16
01.01.2020 04:20:00,0.47
01.01.2020 04:30:00,0.81
01.01.2020 04:40:00,0.73
01.01.2020 04:50:00,1.05
01.01.2020 05:00:00,1.53
01.01.2020 05:10:00,1.18
01.01.2020 05:20:00,0.41
01.01.2020 05:30:00,1.09
01.01.2020 05:40:00,1.11
01.01.2020 05:50:00,0.47
01.01.2020 06:00:00,0.85
01.01.2020 06:10:00,1.36
01.01.2020 06:20:00,1
01.01.2020 06:30:00,0.62
01.01.2020 06:40:00,0.46
01.01.2020 06:50:00,0.41
01.01.2020 07:00:00,0.95
01.01.2020 07:10:00,1.24
01.01.2020 07:20:00,1
01.01.2020 07:30:00,0.72
01.01.2020 07:40:00,0.47
01.01.2020 07:50:00,0.89
01.01.2020 08:00:00,1.37
01.01.2020 08:10:00,1
01.01.2020 08:20:00,0.36
01.01.2020 08:30:00,0.21
01.01.2020 08:40:00,0.7
01.01.2020 08:50:00,1.13
01.01.2020 09:00:00,1.02
01.01.2020 09:10:00,0.99
01.01.2020 09:20:00,0.91
01.01.2020 09:30:00,0.89
01.01.2020 09:40:00,0.63
01.01.2020 09:50:00,0.56
01.01.2020 10:00:00,0.29
01.01.2020 10:10:00,0.45
01.01.2020 10:20:00,0.47
01.01.2020 10:30:00,0.87
01.01.2020 10:40:00,0.77
01.01.2020 10:50:00,0.67
01.01.2020 11:00:00,0.78
01.01.2020 11:10:00,1.33
01.01.2020 11:20:00,1.48
01.01.2020 11:30:00,1.46
01.01.2020 11:40:00,1.24
01.01.2020 11:50:00,0.89
01.01.2020 12:00:00,0.7
01.01.2020 12:10:00,0.83
01.01.2020 12:20:00,0.95
01.01.2020 12:30:00,1.24
01.01.2020 12:40:00,0.99
01.01.2020 12:50:00,0.65
01.01.2020 13:00:00,0.91
01.01.2020 13:10:00,1.15
01.01.2020 13:20:00,0.9
01.01.2020 13:30:00,0.86
01.01.2020 13:40:00,1.05
01.01.2020 13:50:00,0.68
01.01.2020 14:00:00,1.31
01.01.2020 14:10:00,0.92
01.01.2020 14:20:00,0.92
01.01.2020 14:30:00,0.95
01.01.2020 14:40:00,0.82
01.01.2020 14:50:00,0.62
01.01.2020 15:00:00,0.55
01.01.2020 15:10:00,0.79
01.01.2020 15:20:00,0.5
01.01.2020 15:30:00,0.36
01.01.2020 15:40:00,0.54
01.01.2020 15:50:00,0.78
01.01.2020 16:00:00,0.91
01.01.2020 16:10:00,1.08
01.01.2020 16:20:00,1.06
01.01.2020 16:30:00,1.06
01.01.2020 16:40:00,0.5
01.01.2020 16:50:00,0.24
01.01.2020 17:00:00,0.53
01.01.2020 17:10:00,0.27
01.01.2020 17:20:00,0.86
01.01.2020 17:30:00,1.91
01.01.2020 17:40:00,1.39
01.01.2020 17:50:00,1.31
01.01.2020 18:00:00,1.35
01.01.2020 18:10:00,1.21
01.01.2020 18:20:00,0.51
01.01.2020 18:30:00,0.44
01.01.2020 18:40:00,0.26
01.01.2020 18:50:00,0.24
01.01.2020 19:00:00,0.4
01.01.2020 19:10:00,0.58
01.01.2020 19:20:00,0.19
01.01.2020 19:30:00,0.5
01.01.2020 19:40:00,0.28
01.01.2020 19:50:00,0.5
01.01.2020 20:00:00,0.58
01.01.2020 20:10:00,0.78
01.01.2020 20:20:00,1
01.01.2020 20:30:00,0.66
01.01.2020 20:40:00,0.52
01.01.2020 20:50:00,0.79
01.01.2020 21:00:00,1.2
01.01.2020 21:10:00,0.51
01.01.2020 21:20:00,0.44
01.01.2020 21:30:00,0.44
01.01.2020 21:40:00,0.64
01.01.2020 21:50:00,0.64
01.01.2020 22:00:00,1.2
01.01.2020 22:10:00,1.03
01.01.2020 22:20:00,0.7
01.01.2020 22:30:00,0.62
01.01.2020 22:40:00,0.77
01.01.2020 22:50:00,0.38
01.01.2020 23:00:00,0.15
01.01.2020 23:10:00,0.41
01.01.2020 23:20:00,0.42
01.01.2020 23:30:00,0.36
01.01.2020 23:40:00,0.35
01.01.2020 23:50:00,0.73
02.01.2020 00:00:00,0.27
02.01.2020 00:10:00,0.35
02.01.2020 00:20:00,0.71
02.01.2020 00:30:00,0.72
02.01.2020 00:40:00,0.3
02.01.2020 00:50:00,0.44
02.01.2020 01:00:00,0.75
02.01.2020 01:10:00,0.76
02.01.2020 01:20:00,0.7
02.01.2020 01:30:00,0.91
02.01.2020 01:40:00,0.35
02.01.2020 01:50:00,0.82
02.01.2020 02:00:00,0.79
02.01.2020 02:10:00,0.29
02.01.2020 02:20:00,0.61
02.01.2020 02:30:00,1.56
02.01.2020 02:40:00,1.03
02.01.2020 02:50:00,0.76
02.01.2020 03:00:00,0.65
02.01.2020 03:10:00,0.39
02.01.2020 03:20:00,0.64
02.01.2020 03:30:00,0.83
02.01.2020 03:40:00,0.4
02.01.2020 03:50:00,0.37
02.01.2020 04:00:00,0.69
02.01.2020 04:10:00,0.61
02.01.2020 04:20:00,0.79
02.01.2020 04:30:00,0.69
02.01.2020 04:40:00,0.88
02.01.2020 04:50:00,0.94
02.01.2020 05:00:00,1.37
02.01.2020 05:10:00,1.09
02.01.2020 05:20:00,0.76
02.01.2020 05:30:00,0.94
02.01.2020 05:40:00,0.45
02.01.2020 05:50:00,0.59
02.01.2020 06:00:00,0.43
02.01.2020 06:10:00,0.7
02.01.2020 06:20:00,0.67
02.01.2020 06:30:00,0.41
02.01.2020 06:40:00,0.29
02.01.2020 06:50:00,0.4
02.01.2020 07:00:00,0.4
02.01.2020 07:10:00,0.31
02.01.2020 07:20:00,0.95
02.01.2020 07:30:00,1.49
02.01.2020 07:40:00,0.94
02.01.2020 07:50:00,0.53
02.01.2020 08:00:00,0.59
02.01.2020 08:10:00,1.09
02.01.2020 08:20:00,0.51
02.01.2020 08:30:00,0.46
02.01.2020 08:40:00,0.74
02.01.2020 08:50:00,0.93
02.01.2020 09:00:00,0.66
02.01.2020 09:10:00,1.16
02.01.2020 09:20:00,0.53
02.01.2020 09:30:00,0.86
02.01.2020 09:40:00,1.22
02.01.2020 09:50:00,1.24
02.01.2020 10:00:00,0.94
02.01.2020 10:10:00,1.13
02.01.2020 10:20:00,0.74
02.01.2020 10:30:00,1.33
02.01.2020 10:40:00,0.79
02.01.2020 10:50:00,1.11
02.01.2020 11:00:00,1.19
02.01.2020 11:10:00,0.95
02.01.2020 11:20:00,1.04
02.01.2020 11:30:00,0.84
02.01.2020 11:40:00,0.77
02.01.2020 11:50:00,1.01
02.01.2020 12:00:00,1.67
02.01.2020 12:10:00,1.71
02.01.2020 12:20:00,1.96
02.01.2020 12:30:00,1.56
02.01.2020 12:40:00,1.29
02.01.2020 12:50:00,1.31
02.01.2020 13:00:00,1.01
02.01.2020 13:10:00,1.86
02.01.2020 13:20:00,1.32
02.01.2020 13:30:00,1.17
02.01.2020 13:40:00,1.02
02.01.2020 13:50:00,1.29
02.01.2020 14:00:00,1.04
02.01.2020 14:10:00,1.47
02.01.2020 14:20:00,1.1
02.01.2020 14:30:00,1.59
02.01.2020 14:40:00,1.8
02.01.2020 14:50:00,1.61
02.01.2020 15:00:00,2.44
02.01.2020 15:10:00,1.82
02.01.2020 15:20:00,1.3
02.01.2020 15:30:00,0.87
02.01.2020 15:40:00,1.62
02.01.2020 15:50:00,1.39
02.01.2020 16:00:00,0.94
02.01.2020 16:10:00,1.04
02.01.2020 16:20:00,0.94
02.01.2020 16:30:00,1.26
02.01.2020 16:40:00,1.77
02.01.2020 16:50:00,2.11
02.01.2020 17:00:00,1.67
02.01.2020 17:10:00,1.68
02.01.2020 17:20:00,0.88
02.01.2020 17:30:00,1.37
02.01.2020 17:40:00,1.89
02.01.2020 17:50:00,2.66
02.01.2020 18:00:00,2.35
02.01.2020 18:10:00,2.3
02.01.2020 18:20:00,1.72
02.01.2020 18:30:00,1.41
02.01.2020 18:40:00,0.5
02.01.2020 18:50:00,1.5
02.01.2020 19:00:00,0.94
02.01.2020 19:10:00,0.75
02.01.2020 19:20:00,1.34
02.01.2020 19:30:00,1.89
02.01.2020 19:40:00,1.9
02.01.2020 19:50:00,2.53
02.01.2020 20:00:00,2.27
02.01.2020 20:10:00,1.91
02.01.2020 20:20:00,2.07
02.01.2020 20:30:00,1.65
02.01.2020 20:40:00,1.79
02.01.2020 20:50:00,1.7
02.01.2020 21:00:00,1.42
02.01.2020 21:10:00,0.93
02.01.2020 21:20:00,0.85
02.01.2020 21:30:00,1.02
02.01.2020 21:40:00,1.39
02.01.2020 21:50:00,2.18
02.01.2020 22:00:00,2.34
02.01.2020 22:10:00,2.67
02.01.2020 22:20:00,2.28
02.01.2020 22:30:00,2.21
02.01.2020 22:40:00,1.65
02.01.2020 22:50:00,2.51
02.01.2020 23:00:00,0.81
02.01.2020 23:10:00,2.26
02.01.2020 23:20:00,2.64
02.01.2020 23:30:00,1.72
02.01.2020 23:40:00,0.69
02.01.2020 23:50:00,0.9
03.01.2020 00:00:00,1.49
03.01.2020 00:10:00,1.19
03.01.2020 00:20:00,1.06
03.01.2020 00:30:00,0.49
03.01.2020 00:40:00,1.1
03.01.2020 00:50:00,0.69
03.01.2020 01:00:00,1.18
03.01.2020 01:10:00,2.45
03.01.2020 01:20:00,2.8
03.01.2020 01:30:00,2.61
03.01.2020 01:40:00,2.38
03.01.2020 01:50:00,2.13
03.01.2020 02:00:00,3.7
03.01.2020 02:10:00,3.61
03.01.2020 02:20:00,3.68
03.01.2020 02:30:00,3.85
03.01.2020 02:40:00,3.99
03.01.2020 02:50:00,3.13
03.01.2020 03:00:00,3.21
03.01.2020 03:10:00,4.06
03.01.2020 03:20:00,5.42
03.01.2020 03:30:00,5.63
03.01.2020 03:40:00,4.63
03.01.2020 03:50:00,5.04
03.01.2020 04:00:00,3.14
03.01.2020 04:10:00,2.67
03.01.2020 04:20:00,3.34
03.01.2020 04:30:00,4.67
03.01.2020 04:40:00,4.52
03.01.2020 04:50:00,5.2
03.01.2020 05:00:00,4.98
03.01.2020 05:10:00,3.9
03.01.2020 05:20:00,2.9
03.01.2020 05:30:00,3.41
03.01.2020 05:40:00,3.65
03.01.2020 05:50:00,3.83
03.01.2020 06:00:00,4.12
03.01.2020 06:10:00,3.68
03.01.2020 06:20:00,4.27
03.01.2020 06:30:00,4.29
03.01.2020 06:40:00,3.71
03.01.2020 06:50:00,3.54
03.01.2020 07:00:00,3.54
03.01.2020 07:10:00,3.59
03.01.2020 07:20:00,4.64
03.01.2020 07:30:00,3.9
03.01.2020 07:40:00,3.69
03.01.2020 07:50:00,4.3
03.01.2020 08:00:00,4.51
03.01.2020 08:10:00,4.82
03.01.2020 08:20:00,4.2
03.01.2020 08:30:00,2.67
03.01.2020 08:40:00,3.38
03.01.2020 08:50:00,2.42
03.01.2020 09:00:00,2.23
03.01.2020 09:10:00,2.75
03.01.2020 09:20:00,3.27
03.01.2020 09:30:00,2.79
03.01.2020 09:40:00,3.47
03.01.2020 09:50:00,3.2
03.01.2020 10:00:00,3.16
03.01.2020 10:10:00,2.57
03.01.2020 10:20:00,2.48
03.01.2020 10:30:00,2.16
03.01.2020 10:40:00,3.16
03.01.2020 10:50:00,1.49
03.01.2020 11:00:00,1.61
03.01.2020 11:10:00,1.97
03.01.2020 11:20:00,1.83
03.01.2020 11:30:00,1.91
03.01.2020 11:40:00,1.79
03.01.2020 11:50:00,1.55
03.01.2020 12:00:00,1.19
03.01.2020 12:10:00,1.03
03.01.2020 12:20:00,1.99
03.01.2020 12:30:00,1.62
03.01.2020 12:40:00,4.23
03.01.2020 12:50:00,5.79
03.01.2020 13:00:00,3.01
03.01.2020 13:10:00,6.3
03.01.2020 13:20:00,7.34
03.01.2020 13:30:00,7.51
03.01.2020 13:40:00,7.32
03.01.2020 13:50:00,7.44
03.01.2020 14:00:00,8.79
03.01.2020 14:10:00,7.87
03.01.2020 14:20:00,7.61
03.01.2020 14:30:00,7.39
03.01.2020 14:40:00,8.45
03.01.2020 14:50:00,7.18
03.01.2020 15:00:00,6.4
03.01.2020 15:10:00,6.31
03.01.2020 15:20:00,6.19
03.01.2020 15:30:00,5.63
03.01.2020 15:40:00,5.51
03.01.2020 15:50:00,5.3
03.01.2020 16:00:00,4.93
03.01.2020 16:10:00,4.87
03.01.2020 16:20:00,5.39
03.01.2020 16:30:00,2.91
03.01.2020 16:40:00,3.6
03.01.2020 16:50:00,3.88
03.01.2020 17:00:00,3.62
03.01.2020 17:10:00,5.16
03.01.2020 17:20:00,5.74
03.01.2020 17:30:00,5.3
03.01.2020 17:40:00,4.82
03.01.2020 17:50:00,4.55
03.01.2020 18:00:00,4.04
03.01.2020 18:10:00,4.67
03.01.2020 18:20:00,4.86
03.01.2020 18:30:00,4.17
03.01.2020 18:40:00,4.13
03.01.2020 18:50:00,4.56
03.01.2020 19:00:00,5.25
03.01.2020 19:10:00,5.35
03.01.2020 19:20:00,5.89
03.01.2020 19:30:00,6.1
03.01.2020 19:40:00,6.19
03.01.2020 19:50:00,5.77
03.01.2020 20:00:00,6.33
03.01.2020 20:10:00,6.62
03.01.2020 20:20:00,6.99
03.01.2020 20:30:00,5.95
03.01.2020 20:40:00,6.03
03.01.2020 20:50:00,6.29
03.01.2020 21:00:00,6.1
03.01.2020 21:10:00,4.56
03.01.2020 21:20:00,4.05
03.01.2020 21:30:00,2.87
03.01.2020 21:40:00,2.73
03.01.2020 21:50:00,3.41
03.01.2020 22:00:00,2.76
03.01.2020 22:10:00,1.63
03.01.2020 22:20:00,2.01
03.01.2020 22:30:00,2.49
03.01.2020 22:40:00,0.91
03.01.2020 22:50:00,1.6
03.01.2020 23:00:00,1.37
03.01.2020 23:10:00,1.51
03.01.2020 23:20:00,1.76
03.01.2020 23:30:00,2.36
03.01.2020 23:40:00,1.51
03.01.2020 23:50:00,2.13
04.01.2020 00:00:00,1.84
04.01.2020 00:10:00,1.88
04.01.2020 00:20:00,2.21
04.01.2020 00:30:00,2.64
04.01.2020 00:40:00,2.05
04.01.2020 00:50:00,2.06
04.01.2020 01:00:00,1.79
04.01.2020 01:10:00,2.18
04.01.2020 01:20:00,2.35
04.01.2020 01:30:00,1.93
04.01.2020 01:40:00,2.26
04.01.2020 01:50:00,2.38
04.01.2020 02:00:00,1.45
04.01.2020 02:10:00,1.22
04.01.2020 02:20:00,2.32
04.01.2020 02:30:00,1.91
04.01.2020 02:40:00,2.56
04.01.2020 02:50:00,1.36
04.01.2020 03:00:00,1.71
04.01.2020 03:10:00,1.38
04.01.2020 03:20:00,1.49
04.01.2020 03:30:00,2.24
04.01.2020 03:40:00,1.81
04.01.2020 03:50:00,1.56
04.01.2020 04:00:00,1.16
04.01.2020 04:10:00,0.95
04.01.2020 04:20:00,1.39
04.01.2020 04:30:00,1.86
04.01.2020 04:40:00,2.01
04.01.2020 04:50:00,1.9
04.01.2020 05:00:00,1.66
04.01.2020 05:10:00,1.94
04.01.2020 05:20:00,2.01
04.01.2020 05:30:00,2.04
04.01.2020 05:40:00,1.98
04.01.2020 05:50:00,1.82
04.01.2020 06:00:00,2.19
04.01.2020 06:10:00,2.01
04.01.2020 06:20:00,1.94
04.01.2020 06:30:00,1.98
04.01.2020 06:40:00,1.27
04.01.2020 06:50:00,1.42
04.01.2020 07:00:00,1.1
04.01.2020 07:10:00,0.79
04.01.2020 07:20:00,0.98
04.01.2020 07:30:00,0.9
04.01.2020 07:40:00,1.02
04.01.2020 07:50:00,1.08
04.01.2020 08:00:00,1.37
04.01.2020 08:10:00,1.58
04.01.2020 08:20:00,1.26
04.01.2020 08:30:00,0.98
04.01.2020 08:40:00,1.34
04.01.2020 08:50:00,2.15
04.01.2020 09:00:00,1.97
04.01.2020 09:10:00,2.51
04.01.2020 09:20:00,2.43
04.01.2020 09:30:00,2.36
04.01.2020 09:40:00,2.43
04.01.2020 09:50:00,2.52
04.01.2020 10:00:00,2.13
04.01.2020 10:10:00,2.15
04.01.2020 10:20:00,2.37
04.01.2020 10:30:00,2.44
04.01.2020 10:40:00,2.37
04.01.2020 10:50:00,2.09
04.01.2020 11:00:00,1.89
04.01.2020 11:10:00,2.12
